dt,new_member_payment,old_member_payment,repurchase_member_cnt,repurchase_payment,new_members,new_purchasers,consume_member_cnt,arpu,arpu_ratio
2024/2/16,54752.250047445,30833.569956422,1828,40183.329944611,38153,3399,5580,15.34,0.19
2024/2/17,54407.390047789,38955.680023193,1539,45045.640056849,35243,2878,4975,18.77,0.11
2024/2/18,80817.019919276,67082.810244679,1288,65674.410326958,29810,2413,4442,33.3,0.28
2024/2/19,75354.389885077,582549.640070438,1045,57118.690036902,27144,1903,3808,172.77,1.72
2024/2/20,99034.980123043,69132.700086484,1688,74061.070230365,22513,2911,5574,30.17,0.85
2024/2/21,75387.920128603,56024.329958677,1284,56577.069975872,20334,2269,4630,28.38,0.87
2024/2/22,73782.129846632,58573.619974375,1268,55617.779981911,19006,2215,4680,28.28,0.86
2024/2/23,74148.499769807,80349.589810610,1438,73106.199746370,18334,2444,5016,30.8,0.93
2024/2/24,63574.810003221,55010.010029078,1857,54805.550055504,22201,3157,6037,19.64,0.76
2024/2/25,55238.499976397,45578.169973254,1701,42266.689968109,19866,2959,5809,17.36,0.63
2024/2/26,56145.569978833,60287.339966178,1251,48427.590020061,14259,1980,4595,25.34,0.86
2024/2/27,63458.610052586,57157.919995844,1347,49180.629999876,13005,2071,5136,23.48,0.73
2024/2/28,66293.709906239,64083.230000734,1391,53156.719985604,11623,1896,5153,25.3,0.77
2024/2/29,67347.789963603,92020.770040989,1288,79837.330067992,10684,1664,5119,31.13,1
2024/3/1,67624.089999557,61788.620059609,1135,47514.080129743,12230,1528,4914,26.34,0.95
2024/3/2,86461.819924772,56300.850006530,2436,56442.170008898,15205,3660,8239,17.33,0.87
2024/3/3,83207.990032554,43807.549975634,2286,47780.470081925,14430,3412,8083,15.71,0.77
2024/3/4,54498.010010064,60694.199864933,1336,40764.719911346,8881,1368,5486,21,0.83
2024/3/5,81287.739870677,81582.859923840,1463,42504.609991560,9947,1471,6366,25.58,0.93
2024/3/6,77722.679928482,72222.839996934,1389,48854.940022349,8831,1418,5890,25.46,1.01
2024/3/7,61809.879797230,65144.419983566,1498,39616.889974007,8708,1489,6126,20.72,0.73
2024/3/8,84336.329979181,75522.490069279,1633,61521.730137229,9812,2003,6374,25.08,1.08
2024/3/9,74451.350075960,59886.199937293,2493,56384.120009730,13463,3295,8112,16.56,0.83
2024/3/10,70870.789916813,59169.339942336,2327,54658.709980130,12579,2818,7618,17.07,0.85
2024/3/11,59868.039936900,60237.059959829,1474,39351.819990814,8449,1644,6105,19.67,0.78
2024/3/12,52585.810032455,58969.889954478,1413,39921.470013389,8572,1439,6117,18.24,0.74
2024/3/13,48300.039980916,59552.320037493,1426,38608.890015997,7586,1307,5706,18.9,0.75
2024/3/14,44701.249949098,59745.160005927,1475,35145.829965353,7308,1283,5819,17.95,0.8
2024/3/15,76348.690023312,55294.290013639,1605,71348.36000802,8355,1899,6182,21.29,0.86
2024/3/16,70947.609969089,57001.439918995,2866,53608.019963572,11564,3584,8888,14.4,0.73
2024/3/17,71629.749870319,51522.359992445,2072,43244.920005281,10840,2540,6983,17.64,0.72
2024/3/18,58325.029981444,60914.909953365,1257,40297.209986934,6927,1287,5510,21.64,0.76
2024/3/19,61267.539885590,64175.589981267,1465,40256.829974610,7678,1638,6402,19.59,0.76
2024/3/20,58604.749949712,66624.589992056,1472,44953.179991025,10143,1426,6151,20.36,0.67
2024/3/21,46168.469894676,63407.809931645,1490,41954.689981498,6777,1395,6200,17.67,0.57
2024/3/22,51198.870028377,56435.549931467,1600,36585.079998255,7863,1644,6112,17.61,0.62
2024/3/23,68648.079963442,64304.579994427,2283,53352.990021216,9837,2870,7579,17.54,0.67
2024/3/24,69111.059889505,57125.489966163,1955,48111.069970617,9548,2351,6889,18.32,0.72
2024/3/25,51590.340000410,63300.279962668,1362,42564.670019049,6153,1169,5627,20.42,0.72
2024/3/26,55223.219994307,60422.179966152,1458,41764.839999259,6884,1381,5981,19.34,0.64
2024/3/27,57451.880069302,58447.270030737,1376,40606.919992076,6461,1365,5628,20.59,0.57
2024/3/28,54206.589984059,62965.939955015,1558,42558.410005450,6633,1446,5979,19.6,0.55
2024/3/29,51092.289953470,60169.70997262,1704,41129.509963453,6332,1585,6304,17.65,0.57
2024/3/30,62369.850093672,67349.310006127,2632,54750.080014288,9372,3235,8435,15.38,0.61
2024/3/31,53744.689975271,52745.369958797,2430,43055.369974315,8905,2726,7788,13.67,0.54
2024/4/1,75117.820161223,54649.659908721,1456,34689.989971459,9024,1758,6249,20.77,0.77
2024/4/2,71688.069995757,47402.500030875,1405,29057.440028567,6454,1786,6350,18.75,0.76
2024/4/3,51061.569996942,46949.930005807,1326,30578.649988014,6755,1730,5523,17.75,0.68
2024/4/4,78279.600107171,40031.980005035,2531,40902.199976601,11551,4042,7817,15.14,0.73
2024/4/5,79448.759965548,41854.279951848,2783,46138.289992929,11750,4375,8422,14.4,0.68
2024/4/6,60453.25003458,47343.869963288,2091,42503.269997368,9613,2978,7084,15.22,0.67
2024/4/7,44921.239969738,48439.749977350,1215,25736.720001377,6157,1281,5243,17.81,0.36
2024/4/8,47848.430015799,49667.320010841,1263,27970.459990529,5809,1297,5601,17.41,0.59
2024/4/9,50392.049979109,52608.939945349,1365,33565.359963307,7154,1351,5754,17.9,0.64
2024/4/10,44787.719976563,53383.320015300,1323,31575.789977420,6192,1362,5519,17.79,0.57
2024/4/11,49062.499866009,58818.919980267,1466,36852.149970809,6797,1533,6000,17.98,0.64
2024/4/12,51437.289902398,55472.489945769,1525,32794.219959030,6811,1705,6136,17.42,0.58
2024/4/13,72048.009922266,61429.689992949,2385,53536.410048768,9368,3297,8169,16.34,0.72
2024/4/14,62938.549979934,59055.199866444,2103,43532.119958350,9118,2725,7477,16.32,0.63
2024/4/15,52849.359919209,60172.249980886,1466,34895.690009195,5563,1462,6191,18.26,0.67
2024/4/16,46241.809868006,56890.899999289,1460,32737.459998388,5410,1339,6006,17.17,0.64
2024/4/17,44755.569983194,54145.930059442,1418,29860.370013783,5432,1433,5988,16.52,0.52
2024/4/18,47130.790048242,53190.189980447,1417,31048.310025811,5579,1446,6175,16.25,0.6
2024/4/19,43368.990025558,48722.859973552,1373,31005.670022694,5545,1488,5566,16.55,0.53
2024/4/20,58543.159991292,52717.280011782,2390,43750.800021062,8092,2932,7802,14.26,0.56
2024/4/21,69792.459907720,54031.159986198,2125,42404.689984092,8114,2713,7547,16.41,0.74
2024/4/22,42248.129969973,54341.519921452,1377,34151.799986500,5153,1190,5661,17.06,0.64
2024/4/23,31019.559972942,54903.929935107,1409,29443.499983609,4723,1151,5625,15.28,0.48
2020/10/2,,,,,1969,1,,,
2020/10/3,,,,,2125,1,,,
2020/10/4,,,,,1779,1,,,
2020/10/5,,,,,2935,1,,,
2020/10/6,,,,,2761,1,,,
2020/10/7,,,,,2155,1,,,
2020/10/8,,,,,2220,1,,,
2020/10/9,,,,,1981,1,,,
2020/10/10,,,,,1810,1,,,
2020/10/11,,,,,2130,1,,,
2020/10/12,,,,,1565,1,,,
2020/10/13,,,,,1569,1,,,
2020/10/14,,,,,1595,1,,,
2020/10/15,,,,,1603,1,,,
2020/10/16,,,,,1717,1,,,
2020/10/17,,,,,1928,1,,,
2020/10/18,,,,,1929,1,,,
2020/10/19,,,,,1701,1,,,
2020/10/20,,,,,2100,1,,,
2020/10/21,,,,,331072,1,,,
2020/10/22,,,,,8246,1,,,
2020/10/23,,,,,5210,1,,,
2020/10/24,,,,,4990,1,,,
2020/10/25,,,,,13453,1,,,
2020/10/26,,,,,3545,1,,,
2020/10/27,,,,,7996,1,,,
2020/10/28,,,,,2201,1,,,
2020/10/29,,,,,1606,1,,,
2020/10/30,,,,,1792,1,,,
2020/10/31,,,,,2385,1,,,
2020/11/1,,,,,2830,1,,,
2020/11/2,,,,,10562,1,,,
2020/11/3,,,,,5089,1,,,
2020/11/4,,,,,4160,1,,,
2020/11/5,,,,,3816,1,,,
2020/11/6,,,,,4163,1,,,
2020/11/7,,,,,2778,1,,,
2020/11/8,,,,,2666,1,,,
2020/11/9,,,,,2617,1,,,
2020/11/10,,,,,17819,1,,,
2020/11/11,,,,,34434,1,,,
2020/11/12,,,,,1959,1,,,
2020/11/13,,,,,2239,1,,,
2020/11/14,,,,,3658,1,,,
2020/11/15,,,,,3341,1,,,
2020/11/16,,,,,2683,1,,,
2020/11/17,,,,,2345,1,,,
2020/11/18,,,,,2211,1,,,
2020/11/19,,,,,1985,1,,,
2020/11/20,,,,,1993,1,,,
2020/11/21,,,,,2839,1,,,
2020/11/22,,,,,2533,1,,,
2020/11/23,,,,,881807,1,,,
2020/11/24,,,,,32413,1,,,
2020/11/25,,,,,15031,1,,,
2020/11/26,,,,,25589,1,,,
2020/11/27,,,,,13366,1,,,
2020/11/28,,,,,88169,1,,,
2020/11/29,,,,,121982,1,,,
2020/11/30,,,,,107895,1,,,
2020/12/1,,,,,6757,1,,,
2020/12/2,,,,,1554,1,,,
2020/12/3,,,,,1565,1,,,
2020/12/4,,,,,1523,1,,,
2020/12/5,,,,,2059,1,,,
2020/12/6,,,,,1930,1,,,
2020/12/7,,,,,1638,1,,,
2020/12/8,,,,,44227,1,,,
2020/12/9,,,,,13266,1,,,
2020/12/10,,,,,30338,1,,,
2020/12/11,,,,,95540,1,,,
2020/12/12,,,,,28186,1,,,
2020/12/13,,,,,4344,1,,,
2020/12/14,,,,,140567,1,,,
2020/12/15,,,,,66412,1,,,
2020/12/16,,,,,37135,1,,,
2020/12/17,,,,,102979,1,,,
2020/12/18,,,,,36027,1,,,
2020/12/19,,,,,2938,1,,,
2020/12/20,,,,,2508,1,,,
2020/12/21,,,,,244895,1,,,
2020/12/22,,,,,325519,1,,,
2020/12/23,,,,,193642,1,,,
2020/12/24,,,,,304395,1,,,
2020/12/25,,,,,2985,1,,,
2020/12/26,,,,,2410,1,,,
2020/12/27,,,,,2452,1,,,
2020/12/28,,,,,4609,1,,,
2020/12/29,,,,,1615,1,,,
2020/12/30,,,,,1633,1,,,
2020/12/31,,,,,1745,1,,,
2021/1/1,8663.580000043,0,418,5284.880000353,2609,889,1107,7.83,0.09
2021/1/2,6669.200000525,218,315,3937.720000982,2496,683,947,7.27,0.11
2021/1/3,5655.199999571,696.5,282,3532.549999952,2313,597,890,7.14,0.1
2021/1/4,3594.960001707,468.900000095,144,1654.590000391,1865,356,669,6.07,0.07
2021/1/5,5248.639990091,1192.300000191,179,2287.819999695,1786,361,658,9.79,0.11
2021/1/6,7612.919997573,841.079997063,97,2709.019998550,1746,183,409,20.67,0.38
2021/1/7,5281.210010529,0,11,1367.810005188,1730,34,57,92.65,1.2
2021/1/8,3622.360023499,98.100002289,5,421.100002289,1797,38,58,64.15,1.04
2021/1/9,7505.830018997,135.099998474,10,2925.909996033,2472,45,68,112.37,1.64
2025/5/29,90860.799982851,97223.689688619,845,46967.239962230,8029,900,4926,38.18,1.01
2025/5/30,72583.779907163,79447.739948878,750,42493.369988827,9204,816,4120,36.9,0.96
2025/5/31,62313.739746828,66003.499753270,770,34063.129885335,10602,985,3940,32.57,1.08
2025/6/1,355656.812054671,77487.569682956,1097,54220.699801683,14905,3450,7068,61.28,1.82
2025/6/2,163563.910677809,62436.109859306,955,32563.809919018,10379,1850,5204,43.43,1.51
2025/6/3,163804.780309457,80739.789761910,847,43581.289904842,7720,1459,5360,45.62,1.37
2025/6/4,111214.04836088,82514.149708748,828,38206.679902343,6959,1106,5071,38.2,1.13
2025/6/5,241308.153076081,91222.749499209,948,52294.749515202,9854,2137,6207,53.57,1.13
2025/6/6,108987.618103046,85592.769634867,880,41527.429821277,7372,1275,5069,38.39,1.02
2025/6/7,117881.867803991,73410.959818542,1170,41802.949855089,8433,1712,5445,35.13,0.99
2025/6/8,332847.500340113,87743.069044853,1087,49184.689428637,11923,3068,6921,60.77,1.21
2025/6/9,112306.648099193,101541.649573345,850,43041.109842956,6715,1197,4968,43.05,1.12
2025/6/10,111227.968669543,86730.31963709,908,45799.599863419,6615,1316,5371,36.86,0.84
2025/6/11,85039.839201409,78658.839696139,840,40323.949853867,6086,1043,4951,33.06,1.12
2025/6/12,81336.679325709,83260.199647201,811,38572.869877357,6345,993,5136,32.05,1.07
2025/6/13,72069.979375478,76591.959803736,726,35312.289925842,6439,800,4426,33.59,1.16
2025/6/14,59651.589545755,65966.379812874,888,30305.709977278,6045,925,4401,28.54,1.04
2025/6/15,94710.199511945,90169.219600441,874,39831.009990931,6426,1103,5040,36.68,1.14
2025/6/16,77245.339779524,89515.029735135,770,49497.879957566,5401,868,4851,34.38,1.08
2025/6/17,74316.199770804,84153.029846087,774,37770.659963310,5192,843,4583,34.58,1.08
2025/6/18,84337.749552159,83184.799761452,741,37164.909955144,5025,875,4485,37.35,1.07
2025/6/19,65035.049664874,65889.669939455,632,31429.849968323,4649,728,3701,35.38,0.97
2025/6/20,79114.439686565,87810.939862119,735,42258.279987225,5062,811,4081,40.9,1.3
2025/6/21,33767.939963827,54108.700027393,830,26714.309990168,5665,719,3587,24.5,0.85
2025/6/22,36519.119463095,57751.209779410,746,30451.559905887,5512,730,3466,27.2,0.84
2025/6/23,30582.709705610,62949.029924260,659,32821.329949984,4472,538,3292,28.41,0.78
2025/6/24,33917.479649782,63906.529879538,610,31282.579985261,5369,1303,4324,22.62,0.67
2025/6/25,32961.859799743,83136.729313493,677,56988.359353662,5063,1084,3983,29.15,0.57
2025/6/26,34132.429751653,74555.590035398,682,42445.040134797,5241,1029,4008,27.12,0.93
2025/6/27,91745.519705374,71779.230059424,769,47568.450086722,6610,1981,4837,33.81,1
2025/6/28,88159.720167169,51635.529974222,851,29472.540017128,7154,1902,4812,29.05,1.08
2025/6/29,96138.030289320,54539.309978344,822,30880.159976322,6958,1887,4852,31.05,1.16
2025/6/30,107756.550369978,63578.519963324,771,41726.869971395,6208,1672,4621,37.08,1.18
2025/7/1,119605.23050046,60944.479865231,786,29178.899944581,6279,1882,5034,35.87,1.12
2025/7/2,74470.469681928,61718.479799628,772,27553.189957500,5689,1183,4347,31.33,0.97
2025/7/3,88675.088525016,60953.189759731,786,33046.369923541,5876,1136,4031,37.12,1.1
2025/7/4,176595.584576845,66986.399641752,770,37792.59971416,8327,1847,4854,50.18,1.23
2025/7/5,148992.986236412,61701.509718487,824,33350.329796026,8270,1937,4881,43.17,1.2
2025/7/6,68715.898771722,48657.149879791,701,20516.779897360,6557,1298,3958,29.65,0.97
2025/7/7,51031.659515418,66142.189807925,688,33801.979983734,5816,1040,3840,30.51,0.98
2025/7/8,88303.848699616,77657.799841071,764,41788.689893929,6564,1256,4030,41.18,1.14
2025/7/9,93180.128766088,88280.889782825,762,38660.189904222,6300,1202,4314,42.06,1.17
2025/7/10,135051.896598915,83520.449575303,721,43945.109796086,7276,1432,4253,51.39,1.26
2025/7/11,118054.967475273,99280.959746065,810,49815.209862906,6830,1553,4772,45.54,1.28
2025/7/12,90001.578259110,70777.819717959,931,37442.899815321,7169,1741,4660,34.5,1.18
2025/7/13,143215.516296456,60416.239573117,880,32618.949601907,8328,2031,4902,41.54,1.13
2025/7/14,121073.047172565,106364.71967501,757,62807.609781146,7671,1736,4506,50.47,1.27
2025/7/15,78067.038801143,69274.239762353,725,37681.789917240,6526,1260,3668,40.17,1.01
2025/7/16,65427.149144650,70858.009936439,759,32292.039932072,6254,1267,3747,36.37,0.74
2025/7/17,67121.429342816,65797.459850321,704,32308.869932482,7139,1485,3960,33.57,0.84
2025/7/18,59649.449532637,81236.219872480,760,36466.839892425,6613,1386,4058,34.72,0.6
2025/7/19,71585.989373166,62007.319885520,902,32554.219965000,7220,1647,4284,31.18,0.97
2025/7/20,90488.768191457,55319.479824938,819,24647.929885626,7262,1757,4132,35.29,0.72
2025/7/21,57653.509144604,71096.019774722,702,30349.24992311,6058,1239,3536,36.41,0.88
2025/7/22,61972.969342003,68829.629932113,694,36586.089906264,5879,1219,3606,36.27,0.93
2025/7/23,44555.679648995,69515.519950885,646,31857.339949379,6070,1097,3335,34.2,0.98
2025/7/24,74945.859869916,84226.049974846,797,44085.800017118,7059,1428,3980,39.99,0.89
2025/7/25,98994.859257460,100045.670107136,749,70815.350060701,8245,1771,4195,47.45,1.13
2025/7/26,77315.569484660,65579.280094922,884,36489.289977312,8634,1903,4552,31.39,0.9
2025/7/27,72814.299116306,72442.749862194,890,40148.080019705,8371,1755,4208,34.52,0.93
2025/7/28,649548.415044934,89816.379961729,925,65493.489817023,15426,6055,8743,84.57,1.09
2025/7/29,130250.817541661,82337.679702044,811,39909.209824922,8043,1734,4433,47.96,0.86
2025/7/30,95290.698388526,71334.499848962,875,32016.539915264,7943,1578,4160,40.05,0.8
2025/7/31,49479.719690332,58620.629855365,742,25348.589929819,7252,1246,3484,31.03,0.82
2025/8/1,47085.159806184,73121.009856913,846,32992.559936840,6618,1077,3702,32.47,0.81
2025/8/2,43516.099740813,61956.369830668,988,29069.909988293,7208,1475,4017,26.26,0.68
2025/8/3,41540.429794967,56921.039884880,973,29702.139918044,7675,1523,3833,25.69,0.61
2025/8/4,161654.360725641,61624.079860568,897,38737.479968071,9225,2366,4677,47.74,1.36
2025/8/5,381535.682839463,82318.209999442,830,54913.919861317,12533,3808,6363,72.9,1.75
2025/8/6,135028.078820486,72972.759846853,808,38999.449831413,7992,1471,4244,49.01,1.08
2025/8/7,86203.999435155,81678.169995844,763,42361.520006070,7051,1390,3835,43.78,1.03
2025/8/8,72966.199525017,77377.309910078,731,36086.990030427,7229,1329,3627,41.45,0.98
2025/8/9,68284.339459667,67758.189901412,804,34734.210004330,8098,1614,3812,35.69,0.87
2025/8/10,76103.159075687,60635.819830308,898,26722.779909670,8613,1842,4255,32.14,0.78
2025/8/11,79893.529111583,81021.419807516,849,43370.040005915,8066,1680,4143,38.84,1.01
2025/8/12,78573.678667812,85885.889567494,803,36308.249882340,8212,1652,4130,39.82,0.88
2025/8/13,101260.058441855,74188.459683329,875,45411.479914526,8488,1742,4239,41.39,0.9
2025/8/14,73252.869132416,63719.209780574,497,28407.629894197,7910,1195,2985,45.89,1.11
2025/8/15,49305.469254741,45564.189778814,82,8298.729954243,8902,892,1953,48.58,1.16
2025/8/16,40087.709473610,45924.089874268,91,11670.249969482,8685,577,1531,56.18,1.48
2025/8/17,38904.769550819,42600.659774780,62,7472.429973602,8224,521,1392,58.55,1.62
2025/8/18,54677.609714756,61501.579746962,98,15236.539916992,7489,548,1682,69.07,1.94
2025/8/19,56416.259648094,62756.709888220,79,9478.259979496,7451,574,1713,69.57,1.81
2025/8/20,47433.319705505,50801.149947643,91,15218.579946766,7495,476,1430,68.7,1.96
2025/8/21,44819.289474010,48000.879820824,74,11306.090003967,7392,507,1508,61.55,1.64
2025/8/22,46646.779519081,46525.049905777,73,9907.529906750,7880,552,1544,60.34,1.55
2025/8/23,49137.309523582,39004.309898376,83,12520.009974480,8365,508,1348,65.39,1.6
2025/8/24,43151.889556408,36830.189806938,71,9745.070020676,8169,402,1156,69.19,1.57
2025/8/25,91824.119787574,84426.959970832,1276,55511.390048027,7283,1350,4251,41.46,1.04
2025/8/26,109521.779473394,89365.939540833,1653,62283.989948988,8601,2204,5305,37.49,0.94
2025/8/27,87048.129757524,103351.049931902,1524,52131.389962215,7565,1551,5001,38.07,1
2025/8/28,87708.119446503,71552.790022671,1706,56150.420020113,7949,1966,5004,31.83,0.89
2025/8/29,74111.539717441,76324.280050337,1830,58823.869990405,8699,1743,4908,30.65,0.84
2025/8/30,73232.599694848,77867.729940630,2050,66103.969971277,7416,1603,5366,28.16,0.82
2025/8/31,72446.239831297,58654.049971104,2000,52073.139977653,8076,1654,5216,25.13,0.73
2025/9/1,104095.450463295,54104.980027974,1030,33997.190007329,7954,1438,4530,34.92,1.08
2025/9/2,241466.740401465,87112.509882718,933,46362.709868837,7627,1935,6143,53.49,1.56
2025/9/3,179338.940277927,87986.120058924,892,51487.920165926,7385,2109,5562,48.06,1.45
2025/9/4,276110.838257626,96567.999737114,868,51875.139747024,13532,2454,5998,62.13,1.09
2025/9/5,138070.75780789,85903.429726832,822,46398.899834812,7024,1378,4713,47.52,0.81
2020/6/24,,,,,8386,1,,,
2020/6/25,,,,,5589,1,,,
2020/6/26,,,,,3405,1,,,
2020/6/27,,,,,3337,1,,,
2020/6/28,,,,,2888,1,,,
2020/6/29,,,,,3222,1,,,
2020/6/30,,,,,3002,1,,,
2020/7/1,,,,,4865,1,,,
2020/7/2,,,,,3335,1,,,
2020/7/3,,,,,3402,1,,,
2020/7/4,,,,,3659,1,,,
2020/7/5,,,,,3084,1,,,
2020/7/6,,,,,3068,1,,,
2020/7/7,,,,,3190,1,,,
2020/7/8,,,,,3198,1,,,
2020/7/9,,,,,2968,1,,,
2020/7/10,,,,,4809,1,,,
2020/7/11,,,,,4004,1,,,
2020/7/12,,,,,4750,1,,,
2020/7/13,,,,,3293,1,,,
2020/7/14,,,,,3314,1,,,
2020/7/15,,,,,3181,1,,,
2020/7/16,,,,,3259,1,,,
2020/7/17,,,,,3313,1,,,
2020/7/18,,,,,4233,1,,,
2020/7/19,,,,,4273,1,,,
2020/7/20,,,,,3925,1,,,
2020/7/21,,,,,2668,1,,,
2020/7/22,,,,,3452,1,,,
2020/7/23,,,,,3926,1,,,
2020/7/24,,,,,3350,1,,,
2020/7/25,,,,,3363,1,,,
2020/7/26,,,,,2890,1,,,
2020/7/27,,,,,3710,1,,,
2020/7/28,,,,,3912,1,,,
2020/7/29,,,,,3709,1,,,
2020/7/30,,,,,3259,1,,,
2020/7/31,,,,,3614,1,,,
2020/8/1,,,,,6362,1,,,
2020/8/2,,,,,4996,1,,,
2020/8/3,,,,,4996,1,,,
2020/8/4,,,,,3578,1,,,
2020/8/5,,,,,3307,1,,,
2020/8/6,,,,,3354,1,,,
2020/8/7,,,,,3776,1,,,
2020/8/8,,,,,4507,1,,,
2020/8/9,,,,,3887,1,,,
2020/8/10,,,,,3215,1,,,
2020/8/11,,,,,3467,1,,,
2020/8/12,,,,,3976,1,,,
2020/8/13,,,,,4555,1,,,
2020/8/14,,,,,43713,1,,,
2020/8/15,,,,,5580,1,,,
2020/8/16,,,,,4385,1,,,
2020/8/17,,,,,4328,1,,,
2020/8/18,,,,,7407,1,,,
2020/8/19,,,,,8913,1,,,
2020/8/20,,,,,5237,1,,,
2020/8/21,,,,,5309,1,,,
2020/8/22,,,,,6262,1,,,
2020/8/23,,,,,5308,1,,,
2020/8/24,,,,,4922,1,,,
2020/8/25,,,,,4611,1,,,
2020/8/26,,,,,2926,1,,,
2020/8/27,,,,,3144,1,,,
2020/8/28,,,,,3104,1,,,
2020/8/29,,,,,3046,1,,,
2020/8/30,,,,,2792,1,,,
2020/8/31,,,,,2806,1,,,
2020/9/1,,,,,2089,1,,,
2020/9/2,,,,,2711,1,,,
2020/9/3,,,,,2637,1,,,
2020/9/4,,,,,2694,1,,,
2020/9/5,,,,,6843,1,,,
2020/9/6,,,,,9560,1,,,
2020/9/7,,,,,28012,1,,,
2020/9/8,,,,,277914,1,,,
2020/9/9,,,,,34860,1,,,
2020/9/10,,,,,20498,1,,,
2020/9/11,,,,,13083,1,,,
2020/9/12,,,,,9211,1,,,
2020/9/13,,,,,126525,1,,,
2020/9/14,,,,,49930,1,,,
2020/9/15,,,,,3021,1,,,
2020/9/16,,,,,5310,1,,,
2021/1/10,4050.359989166,87.799999237,6,1596.299987793,2305,30,47,88.05,1.15
2021/1/11,6399.740008354,75.900001526,8,1612.139994144,1955,31,70,92.51,1.06
2021/1/12,7456.890028000,111.030000687,10,1463.309993744,2016,48,86,88,1.08
2021/1/13,4693.990010262,155.099996567,10,984.430008888,1992,46,74,65.53,0.75
2021/1/14,5850.489997864,474.300003052,10,1425.010000229,42002,48,76,83.22,0.83
2021/1/15,5580.080024719,51.5,7,833.700010300,51947,47,77,73.14,0.84
2021/1/16,5170.210016251,496.560009003,10,1845.320007324,7094,34,59,96.05,1.23
2021/1/17,1797.759999752,200.900001526,2,194.5,6580,18,30,66.62,0.98
2021/1/18,1367.619999886,8,4,168.5,39179,11,19,72.4,1
2021/1/19,563.609992981,47,1,47,42013,4,7,87.23,0.73
2021/1/20,44797.440060616,2138.089989662,47,6910.509996414,35503,98,519,90.43,1.2
2021/1/21,12562.510013342,342.600000381,21,2539.219987631,7008,44,142,90.88,1.12
2021/1/22,7104.199995995,370.060007095,9,847.510005951,6137,48,97,77.05,0.87
2021/1/23,9318.009976387,533.379999161,11,1482.940002441,7869,53,114,86.42,1.17
2021/1/24,12688.459983826,1389.559999466,13,2509.499998093,7925,64,149,94.48,1.35
2021/1/25,12161.440011978,1062.570005417,10,1054.590005875,7417,55,158,83.7,0.96
2021/1/26,7735.079979181,535.220000267,53,2574.909998178,7674,35,216,38.29,0.68
2021/1/27,5934.870006561,494.420000076,4,339.900001526,28615,33,85,75.64,0.94
2021/1/28,6220.060007095,482.449989319,7,1219.770006180,68905,32,85,78.85,1.04
2021/1/29,5208.750028610,401.350007057,8,954.739994049,28494,43,72,77.92,1.07
2021/1/30,5503.779998779,364.430004120,6,573.850002289,32525,74,131,44.8,0.66
2021/1/31,5904.740009382,345.569999695,6,878.099998549,49476,90,124,50.41,0.81
2021/2/1,7372.430019379,1494.500007629,6,1468.349998474,65618,71,110,80.61,1
2021/2/2,6999.920024872,488.700006485,9,1955.899997711,317097,60,92,81.4,1.19
2021/2/3,12045.760051727,149.200000763,12,2876.199996948,61655,101,134,91.01,1.01
2021/2/4,8180.400033951,247.500003815,10,2899.400005341,27006,78,98,86,1.02
2021/2/5,7104.400051117,383.300010681,9,1473.500015259,26577,82,110,68.07,0.89
2021/2/6,4386.600023270,394.299995422,2,47,19507,97,119,40.18,0.48
2021/2/7,7138.000026703,700.400005341,6,551.400003433,11946,102,129,60.76,0.68
2021/2/8,4163.600042343,201.300003052,7,529.400009155,8553,69,97,45,0.73
2021/2/9,2150.309997559,499.399997711,2,51,8445,47,58,45.68,0.56
2021/2/10,1803.100006104,60.400001526,7,172,6652,43,51,36.54,0.56
2021/2/11,1516.600008011,0,1,27,6017,39,47,32.27,0.47
2021/2/12,1797.100011826,481.999998093,9,490.800003052,5666,88,102,22.34,0.35
2021/2/13,1367.300004959,332.699996948,8,285.300003052,6256,51,59,28.81,0.46
2021/2/14,2174.310001373,3,5,158.900001526,6344,70,76,28.65,0.5
2021/2/15,717.399999619,0,2,38,6415,31,33,21.74,0.36
2021/2/16,1605.100002289,142.040000916,7,137.5,6851,70,77,22.69,0.36
2021/2/17,1056.000005722,27,4,86,6355,62,64,16.92,0.28
2021/2/18,1629.200014114,34,4,290.800003052,5739,56,59,28.19,0.52
2021/2/19,1816.900012016,58.800000191,4,139.400001526,5342,42,54,34.74,0.56
2021/2/20,537.000007629,0,2,51.200000763,4621,39,40,13.43,0.22
2021/2/21,967.400008202,70.700001717,1,11,4624,44,50,20.76,0.36
2021/2/22,1904.820019722,218.100003242,1,40,3722,30,52,40.83,0.83
2021/2/23,1916.600003242,375.240001678,4,405.899999619,3519,28,44,52.09,0.88
2021/2/24,2596.030001640,273.500006199,7,792.200004578,3227,33,50,57.39,1.07
2021/2/25,1173.200002670,113.399999619,2,51.200000763,3054,23,27,47.65,0.71
2021/2/26,665.200005531,117.100003242,2,228,4171,27,31,25.24,0.4
2021/2/27,1001.900010109,308.349999428,3,117.600000381,2961,46,62,21.13,0.4
2021/2/28,1390.319997787,70.100000381,2,50.600000381,2477,35,45,32.45,0.64
2021/3/1,2983.310018539,239.709997177,1,10.5,2072,19,41,78.61,1.68
2021/3/2,1699.030008316,132,1,79.800003052,1982,23,32,57.22,1.16
2021/3/3,1936.719999313,66,1,75.100000381,2060,20,33,60.69,1.19
2021/3/4,227.399999619,84.909999847,0,0,1657,2,6,52.05,1.11
