dt,new_member_payment,old_member_payment,repurchase_member_cnt,repurchase_payment,new_members,new_purchasers,consume_member_cnt,arpu,arpu_ratio
2023/1/10,310827.840807915,90383.850004077,1966,196746.18050015,24176,3483,6644,60.39,0.45
2023/1/11,229003.119984813,73321.260016600,1816,130525.449967861,30322,3378,6261,48.29,0.38
2023/1/12,215219.870106459,56651.860023975,1787,121597.890023112,24471,3086,5904,46.05,0.38
2023/1/13,195075.570111036,54652.709956620,1477,96058.990111828,26946,2686,5305,47.07,0.36
2023/1/14,137594.4699862,47905.709955096,1333,76995.839993119,64568,2259,4422,41.95,0.35
2023/1/15,136879.219958305,41373.460022926,1294,70127.990034342,67875,2260,4335,41.12,0.35
2023/1/16,103539.699708581,32429.439993739,1355,61617.799735785,24922,2413,4243,32.05,0.26
2023/1/17,88140.499929190,40406.359391809,1566,59236.649372816,33139,2843,4717,27.25,0.22
2023/1/18,73948.720034480,36666.319900036,1763,57096.629941821,37354,3139,5097,21.7,0.16
2023/1/19,51680.800000072,20554.939971924,1929,38290.539986372,28680,3385,5151,14.02,0.09
2023/1/20,36029.970002174,9413.600012541,1427,22568.380001783,36376,2656,4045,11.23,0.08
2023/1/21,32771.570003510,7405.330013990,1330,21515.639996290,44233,2367,3347,12,0.09
2023/1/22,83597.880032778,9108.960005641,3484,57183.190005660,31435,6852,8626,10.75,0.04
2023/1/23,50024.019997597,7886.440002203,2197,32037.840001345,31409,4137,5493,10.54,0.07
2023/1/24,61298.840008020,8440.309988737,2306,37705.019994736,31550,4615,5925,11.77,0.07
2023/1/25,64174.359970808,10216.540001392,2655,42045.260002375,31868,5283,6786,10.96,0.06
2023/1/26,69289.410038829,10633.360003829,2832,42592.710000515,32133,5762,7475,10.69,0.06
2023/1/27,69090.710032582,14209.009979486,2980,46749.340015292,30663,5713,7767,10.72,0.07
2023/1/28,71461.310021400,26690.859990835,2869,51860.469994783,28109,5454,7703,12.74,0.07
2023/1/29,61664.249951839,20027.700018406,2823,47250.350005150,24804,5425,7663,10.66,0.05
2023/1/30,86371.300050974,35300.659960508,2923,61021.720002532,17987,5147,8083,15.05,0.12
2023/1/31,91876.260038137,30668.069947839,3015,68194.409946561,19201,5441,8305,14.76,0.11
2023/2/1,95544.189419150,31779.849975586,2236,46535.159989834,22090,5171,8110,15.7,0.16
2023/2/2,73203.979924092,26278.489997029,2077,42508.149996886,18046,4054,6666,14.92,0.14
2023/2/3,65650.330069790,23632.589996576,2322,38391.290000686,16252,4185,6955,12.84,0.1
2023/2/4,73643.520101070,26740.079992890,2644,49941.570039272,16838,4977,7751,12.95,0.1
2023/2/5,62398.250000266,17711.520000935,2656,38480.519999770,19970,5010,7594,10.55,0.07
2023/2/6,45868.749985227,21900.730029583,1191,28261.380001912,14748,2227,4100,16.53,0.12
2023/2/7,52397.700070400,21326.079993486,824,29847.630019197,11047,1599,3233,22.8,0.19
2023/2/8,57590.109977970,27151.130028248,784,37337.929999003,10039,1532,3212,26.38,0.25
2023/2/9,45457.879991753,26413.869974533,883,30889.790007252,10231,1542,3301,21.77,0.19
2023/2/10,42335.820007205,23487.300019860,972,26271.949988127,9304,1659,3451,19.07,0.16
2023/2/11,59706.889931478,30199.279973585,1740,40265.76999259,12893,3123,5635,15.95,0.12
2023/2/12,60586.190003643,18779.400025487,1425,26682.879996190,12865,2705,4764,16.66,0.13
2023/2/13,51359.539975176,30578.490010858,827,37033.900016913,8928,1426,3371,24.31,0.22
2023/2/14,48146.960007071,33647.759984732,831,31488.990015864,8071,1371,3494,23.41,0.2
2023/2/15,44275.739962816,27968.379987001,885,30707.429993629,9656,1364,3326,21.72,0.19
2023/2/16,45754.419994244,32760.200014830,971,33464.270023236,7437,1455,3560,22.05,0.18
2023/2/17,50103.549976468,28673.089959025,1038,34273.569984913,7093,1742,3957,19.91,0.16
2023/2/18,61526.850013971,23857.469988585,2181,40895.189993382,12052,3859,6623,12.89,0.07
2023/2/19,63484.979968309,26215.889962673,2055,38383.360006332,11107,3527,6546,13.7,0.09
2023/2/20,48361.390010118,36184.040009022,989,40691.419984818,6780,1461,3921,21.56,0.2
2023/2/21,43327.130102754,34450.060022473,917,32880.370008588,7900,1346,3808,20.42,0.19
2023/2/22,43415.710065264,35176.920039067,898,35211.240033178,6504,1316,3697,21.26,0.21
2023/2/23,43941.270007299,37607.460018039,927,34318.650011944,6402,1460,3933,20.73,0.17
2023/2/24,44280.799987931,33057.920017838,1088,36054.190002341,5372,1689,4081,18.95,0.13
2023/2/25,61801.760010371,29794.859977484,2062,46347.510008225,8541,3623,6523,14.04,0.07
2023/2/26,60450.370026946,37539.800031662,2076,50553.100014925,8390,3540,6646,14.74,0.09
2023/2/27,49275.530069470,42287.620051861,1113,42052.300007701,5654,1615,4303,21.28,0.16
2023/2/28,48638.910037398,47326.749999285,1120,48263.679993391,8839,1709,4605,20.84,0.17
2023/3/1,44226.580015669,40215.999955893,1051,35651.350005398,7400,1850,4722,17.88,0.16
2023/3/2,38305.340003729,38888.199959636,1210,39582.86997509,6414,1779,4818,16.02,0.14
2023/3/3,30680.120031146,35159.379998446,1097,37272.680009851,5897,1760,4323,15.23,0.12
2023/3/4,110501.490066199,41281.760053305,2469,66802.010020632,9888,4401,8259,18.38,0.14
2023/3/5,76144.800087104,41395.230073690,2197,47259.360021591,8909,3875,7673,15.32,0.13
2023/3/6,63395.219952714,42032.950012960,1214,42138.269955939,6207,1906,5364,19.65,0.22
2023/3/7,69046.569985574,45482.580025462,1179,48940.089936083,5844,1871,5268,21.74,0.28
2023/3/8,101782.180210995,58370.980078496,1558,55210.370070532,6537,2579,6497,24.65,0.25
2023/3/9,62475.980067156,41887.730065078,1141,36362.700000783,10882,1725,5083,20.53,0.3
2023/3/10,74645.490056533,32454.840000162,1415,37016.240017680,6222,2525,5961,17.97,0.17
2023/3/11,80101.439963359,44196.190024385,2156,55921.360004215,8860,4071,7538,16.49,0.11
2023/3/12,74658.570005931,30494.430027008,1679,38159.460017361,7352,3019,6293,16.71,0.15
2023/3/13,69756.240017232,45106.110032329,1118,41746.679972218,5399,1774,5040,22.79,0.24
2023/3/14,61472.680061487,37806.930020571,1217,36028.559995083,5151,1879,5137,19.33,0.18
2023/3/15,70206.020078963,44745.579993615,1103,41519.600020474,5040,1737,4968,23.14,0.23
2023/3/16,67710.160038957,44199.350013513,1079,43051.430031557,5596,1813,4888,22.89,0.28
2023/3/17,60760.800074248,49404.180004138,1112,46922.719994115,5273,1807,4735,23.27,0.3
2023/3/18,76467.950173736,63288.520002622,2017,72506.480007190,8285,3758,7074,19.76,0.19
2023/3/19,71663.159980958,39366.750011086,2006,43968.120017475,8079,3598,7064,15.72,0.12
2023/3/20,69971.280115733,48495.209989905,1140,44509.450006137,5300,1747,5173,22.9,0.29
2026/3/25,46743.069942215,66356.529904444,433,31780.589984745,10316,1017,3135,36.08,1.09
2026/3/26,35859.339883465,73584.869899241,490,32298.649992654,10568,944,3245,33.73,1
2026/3/27,39973.679888824,73921.559976676,549,32663.800021896,11129,898,3270,34.83,1.08
2026/3/28,39869.929770268,66850.659926850,836,28769.910021681,16000,1462,4004,26.65,0.89
2026/3/29,38858.969778303,57213.579959720,788,23846.990017569,14817,1318,3628,26.48,0.89
2026/3/30,32950.090010850,73194.619906921,485,39705.459990768,9839,743,2603,40.78,1.15
2026/3/31,35497.319771973,68493.959965913,472,25481.129984269,9508,873,3108,33.46,0.92
2026/4/1,44515.509849416,67590.879962550,540,24746.159960279,9949,1103,5198,21.57,0.92
2026/4/2,43946.629971184,71611.279781787,532,28776.889975497,10165,944,3719,31.07,1.03
2026/4/3,31472.949842151,59064.499736607,508,21843.609999925,11207,846,4291,21.1,0.88
2026/4/4,33250.56993399,50019.439881751,817,24051.109963387,16065,1293,4854,17.15,0.97
2026/4/5,34233.019813001,43998.149859477,841,17750.669969836,16605,1374,4484,17.45,0.88
2026/4/6,100371.090148399,57535.269949364,705,27314.129980326,14957,1318,3474,45.45,1.73
2026/4/7,41189.989972968,69219.809847370,456,30010.950001547,9697,574,4092,26.98,1.17
2026/4/8,24820.599898884,67144.159846306,393,30344.479998598,9359,448,3350,27.45,1.07
2026/4/9,30742.549740911,62008.369886458,426,32026.539962113,9338,505,2280,40.68,1.32
2026/4/10,30395.559853852,71578.949883491,484,36359.509971499,10311,521,2493,40.9,1.38
2026/4/11,33363.799820671,59711.419828653,747,30054.269979188,14131,994,3133,29.71,1.01
2026/4/12,28324.709851811,89167.649929568,674,22122.980022356,14356,990,3068,38.3,1.37
2026/4/13,25638.409880904,51758.599936008,391,24250.959979603,9644,564,2296,33.71,1.1
2026/4/14,15954.649932275,55302.939974666,418,28614.069982896,9452,513,2366,30.12,0.96
2026/4/15,40697.700076640,65025.410102785,423,26375.989998639,10076,604,2815,37.56,1.18
2026/4/16,27195.629990766,58768.589930534,434,30877.810018549,9864,587,2670,32.2,1.06
2026/4/17,32347.369962513,60930.279765764,556,31845.460003525,11847,807,3561,26.19,0.88
2026/4/18,27012.389898727,62604.179765999,854,30470.649970353,16072,1125,3969,22.58,0.81
2026/4/19,30381.949895699,53634.809754312,624,18619.070006559,14674,870,3428,24.51,0.79
2026/4/20,25788.739847513,63128.839656532,432,26215.819963211,9783,594,2887,30.8,0.95
2026/4/21,22807.829779305,81974.109447300,470,39798.579944074,9664,643,3565,29.39,0.86
2026/4/22,27342.619672781,75962.369517878,518,35006.139940390,10539,1041,4031,25.63,0.85
2026/4/23,36025.159791250,85277.429608583,689,37309.669987857,10210,1215,4566,26.57,0.87
2026/4/24,37033.609760957,75989.899665069,662,38846.579964230,10915,971,3936,28.72,1
2026/4/25,38587.579878997,78201.009683689,1061,46630.219948590,14883,1232,4156,28.1,1
2026/4/26,32131.139973531,61405.809866726,689,29366.680022806,13670,853,3180,29.41,0.99
2026/4/27,42597.000001499,71919.969849288,592,38821.900009224,9648,652,2875,39.83,1.31
2026/4/28,45218.869452074,72823.879658788,462,33256.959962770,9537,656,2928,40.32,1.35
2026/4/29,27284.489763159,68656.769677371,532,30230.679951716,9733,655,2937,32.67,1.07
2026/4/30,22492.310058236,55120.639782287,588,25653.499979712,11498,623,2830,27.43,0.87
2026/5/1,29370.850100398,39143.109897316,759,15787.969995022,17594,1218,3240,21.15,0.83
2026/5/2,27518.180057600,43460.939943030,748,18235.209974363,17443,1018,3167,22.41,0.88
2026/5/3,25889.960037405,35950.469856182,683,18461.129986048,15262,1005,2759,22.41,0.91
2026/5/4,28400.420051098,48279.009919047,749,21708.589986682,15162,1056,3315,23.13,0.93
2026/5/5,24238.350105703,47777.189891756,599,21894.699963868,13413,747,2853,25.24,0.95
2026/5/6,42238.359962821,74466.499658525,475,31671.329927921,9290,462,2848,40.98,1.35
2022/2/14,27335.410165310,5954.570022583,27,2563.110015869,13593,898,1371,24.28,0.39
2022/2/15,8442.299999237,2647.920017013,9,449.400001526,13548,88,163,68.04,1.06
2022/2/16,14369.430030594,2135.020015717,9,892.899995804,10666,111,176,93.78,1.42
2022/2/17,25574.550151825,4904.370002517,22,1986.100008011,9984,264,481,63.37,0.97
2022/2/18,21079.160091400,4336.199998856,30,2465.000003815,9550,224,367,69.25,1.08
2022/2/19,20120.090066195,4697.990011215,18,2032.600001574,11096,227,370,67.08,1.1
2022/2/20,21324.040119171,2535.850012064,21,1956.850006819,10805,222,341,69.97,1.01
2022/2/21,33105.350245476,5156.010035763,30,3160.000025272,8169,335,584,65.52,0.94
2022/2/22,24735.320211411,4535.780028637,27,2903.790046271,7361,243,433,67.6,1.02
2022/2/23,21793.850152969,6431.380093575,14,1065.600006104,6542,238,422,66.88,1.03
2022/2/24,20265.160081863,7450.620011687,22,3681.200023651,6375,211,379,73.13,1.12
2022/2/25,21740.310078621,4298.860031128,32,3482.800010681,7218,234,382,68.17,1.03
2022/2/26,21145.17015028,4035.690030703,25,1650.550024033,9665,201,358,70.34,1.1
2022/2/27,17794.220089436,5128.900039444,24,2262.060014725,10648,187,340,67.42,1.04
2022/2/28,24212.360176325,5772.570031909,25,2363.010006189,7814,239,457,65.61,1.01
2022/3/1,27981.390105972,5729.880045414,30,3168.699990997,6425,301,511,65.97,0.94
2022/3/2,6283.770005561,1509.449997321,13,1280.830007324,4893,68,200,38.97,0.59
2022/3/3,4688.850002088,1323.169993667,7,460.010000229,5203,42,101,59.52,0.96
2022/3/4,54719.970053921,20122.600011349,46,8773.729997406,5422,309,1043,71.76,0.91
2022/3/5,32558.960073490,9821.600028753,32,3167.350003738,7726,246,622,68.14,0.97
2022/3/6,23796.500156879,8570.510049820,19,2001.359999657,6931,180,478,67.71,0.95
2022/3/7,26773.960014343,11089.790004730,37,3493.279996872,4703,232,703,53.86,0.69
2022/3/8,35616.349898577,11729.299989700,28,2853.009994507,5662,308,792,59.78,0.69
2022/3/9,16602.000049362,4690.780034561,24,2246.329986343,4949,161,316,67.38,1.06
2022/3/10,21121.140073299,5698.870004654,18,1450.340009212,4454,214,371,72.29,1.15
2022/3/11,20544.190086208,6567.619985102,26,2722.099985600,4459,210,390,69.52,1.16
2022/3/12,12539.760059357,3627.760013580,14,917.899995804,5945,119,245,65.99,1.08
2022/3/13,13095.380090714,2826.700010300,13,1760.100013733,5392,134,238,66.9,1.08
2022/3/14,18359.910089493,4386.299995422,19,1629.810016632,3937,195,384,59.23,0.93
2022/3/15,18777.750145435,3206.449998856,22,2737.320038319,3912,203,343,64.09,1.15
2022/3/16,11818.850025177,1436.199998856,16,1531.650014877,4643,131,187,70.88,1.33
2022/3/17,22803.180110216,5290.740033150,25,4310.750011444,3691,196,406,69.2,1.2
2022/3/18,11673.800050735,3255.210046533,11,1501.110002289,3819,135,246,60.69,1.04
2022/3/19,16644.710092545,4865.430024184,17,2878.390022278,4722,179,318,67.64,1.22
2022/3/20,16901.270090103,3040.120021362,13,1023.750003815,4467,218,339,58.82,1.04
2022/3/21,20263.370107422,4720.460023807,21,2437.200016022,3501,200,360,69.4,1.19
2022/3/22,16147.150094986,4692.350029707,19,3015.349996567,3990,188,289,72.11,1.23
2022/3/23,17647.360068798,3427.830020675,24,3817.700014114,4680,167,298,70.72,1.24
2022/3/24,14763.500110626,2621.020030517,13,1675.600023270,3780,160,277,62.76,1.12
2022/3/25,14106.650055885,3890.549998283,15,1639.500001907,3599,154,275,65.44,1.11
2022/3/26,11133.450027227,1932.240005493,10,868.200000525,4811,128,183,71.4,1.11
2022/3/27,12203.700000763,1485.099988937,10,1273.400003433,4948,138,180,76.05,1.16
2022/3/28,12535.100028992,891.899993896,8,783.900001526,4027,118,165,81.38,1.27
2022/3/29,26084.020082474,6383.050025940,75,5516.990017414,3912,213,600,54.11,1.03
2022/3/30,19422.470159531,5490.030040512,24,3145.700021744,3535,201,371,67.15,1.33
2022/3/31,17838.110124359,3074.460006714,20,1671.200027466,3582,191,305,68.57,1.28
2022/4/1,13370.350110779,4366.720045090,18,2211.920036087,3668,155,253,70.11,1.13
2022/4/2,12080.320074081,2965.550010681,9,973.910005569,3901,126,212,70.97,1.39
2022/4/3,13471.770061493,3743.600019455,11,1642.000007629,5829,143,250,68.86,1.28
2022/4/4,13674.370063782,3066.000013351,11,858.899991989,5359,122,255,65.65,1.3
2022/4/5,17771.100046158,4608.359949112,16,1940.569980621,5592,190,401,55.81,1.12
2022/4/6,15564.490123749,3583.910024643,16,1487.420021057,3481,173,297,64.47,1.03
2022/4/7,8118.100032806,1949.620000839,10,772.210002899,11387,86,131,76.85,1.28
2022/4/8,20168.810087204,2752.100021362,12,1119.510004044,3708,145,288,79.59,1.32
2022/4/9,18809.21012442,4654.120028112,18,2369.320012588,5849,190,349,67.23,1.12
2022/4/10,16992.580051422,3949.600022316,11,1097.740019798,4849,137,263,79.63,1.27
2022/4/11,12926.960026741,3060.310018539,16,1342,3674,120,215,74.36,1.21
2022/4/12,14898.420026779,4821.850017905,12,914,3871,130,337,58.52,1.05
2022/4/13,23828.990101814,4680.659992218,23,2602.330013275,3954,243,442,64.5,1.17
2022/4/14,20704.880056877,4501.230010986,27,2459.030008087,4718,204,389,64.8,1.14
2022/4/15,13927.689979553,2594.320009232,10,886.319997787,4213,150,226,73.11,1.36
2022/4/16,12845.950029373,1361.000005722,9,751.410007477,6165,149,210,67.65,1.17
2022/4/17,39799.990525246,10039.420121193,245,11005.030171394,6243,309,1227,40.62,0.7
2022/4/18,27564.960245132,4338.440027237,22,2741.660001755,4139,267,447,71.37,1.16
2022/4/19,19433.000135422,3051.030004501,16,1522.970018387,4593,190,330,68.13,1.1
2022/4/20,19239.329999924,3113.430003891,16,1797.449975967,5458,198,323,69.2,1.03
2022/4/21,19057.520076752,7599.349975357,24,3123.290016174,5300,210,374,71.28,1.01
2022/4/22,18415.359998703,3207.890024442,22,1716.659996033,4917,167,321,67.36,1.1
2022/4/23,19536.940038681,5647.240008125,14,715.660011292,5180,155,422,59.68,1
2022/4/24,24187.280104637,5796.730015516,18,1960.210002899,3923,181,372,80.6,1.05
2022/4/25,23106.709955215,9806.500236511,10,893.479999542,3725,204,394,83.54,1.28
2022/4/26,25622.810050011,7807.189990997,20,2067.040011406,4348,241,454,73.63,1.04
2022/4/27,11241.799976349,2042.699996948,6,912.100002289,4199,98,153,86.83,1.29
2022/4/28,9150.900014877,1487.950004578,20,1497.150003433,4118,89,141,75.45,1.07
2022/4/29,30201.500020981,4486.420007706,14,2430.400001526,5546,239,450,77.08,1.09
2022/4/30,29539.059998512,7635.809979439,24,3809.570003510,14690,226,458,81.17,1.16
2022/5/1,24016.630009651,6157.359995604,5,469.419998169,22862,237,408,73.96,1.02
2022/5/2,26813.729956169,3678.059976578,21,2732.559984703,20836,224,377,80.88,1.05
2022/5/3,20672.940027237,4092.500017166,16,1960.530019760,11720,179,314,78.87,1.2
2022/9/2,27532.259994278,8083.039999008,27,2751.740010986,10494,212,456,78.1,0.98
2022/9/3,33848.029994754,8434.360002518,47,5725.160007495,11030,264,481,87.91,1.21
2022/9/4,22098.599967003,8805.239973068,22,5064.579988956,15458,158,335,92.25,1.17
2022/9/5,33464.849843521,7124.779966354,25,2707.260003585,9387,200,380,106.81,1.34
2022/9/6,67201.630056703,20764.709875107,49,9605.330006178,7612,420,1025,85.82,0.92
2022/9/7,51112.559976578,13949.050042152,28,6615.450007439,7593,242,672,96.82,1.14
2022/9/8,30387.789895782,7845.499986649,26,2825.210004807,6783,165,442,86.5,1
2022/9/9,25665.120069541,9331.539990233,16,1190.949985046,9760,160,422,82.93,0.97
2022/9/10,35054.619921703,11209.150007725,34,5287.989959259,11101,228,512,90.36,1.09
2022/9/11,14956.159876347,5007.799987564,35,2082.409986496,8852,136,285,70.05,1
2022/9/12,19908.539915085,5228.659973145,23,3166.080015182,7688,164,268,93.8,1.39
2022/9/13,22593.519895554,5101.800012589,12,2423.679967880,7143,175,308,89.92,1.14
2022/9/14,13498.700033665,2386.929990768,9,1056.280002594,6437,105,171,92.9,1.2
2022/9/15,44495.130109787,8576.939994812,39,7158.700057983,6849,243,497,106.78,1.33
2022/9/16,57488.949988365,7854.570030212,30,5174.580028534,8021,423,576,113.44,1.37
2022/9/17,63019.940116882,7754.480017662,23,3209.290013313,10091,464,667,106.11,1.27
2022/9/18,44291.809915543,5333.470023155,21,2191.100005627,9629,363,526,94.34,1.14
2022/9/19,25086.869976997,4179.709985256,20,4548.700016022,6652,164,289,101.27,1.21
2022/9/20,25527.270019054,5649.779999733,24,3194.419990540,6530,175,338,92.24,1.34
2022/9/21,42947.719978571,7869.449986935,18,3088.570010185,7162,285,487,104.35,1.29
2022/9/22,29350.859968185,6142.759962082,18,2594.350009918,7328,279,443,80.12,0.89
2022/9/23,46770.018881569,5735.629979134,17,2015.019986877,7849,340,496,105.86,1.04
2022/9/24,27244.079630852,3894.619955063,16,2441.489974976,9198,213,346,90,1.09
2022/9/25,42028.509586105,5980.039969444,30,4708.299980640,9505,469,690,69.58,0.94
2022/9/26,30553.649759559,6271.139981747,25,2922.610002784,8547,292,473,77.85,1.01
2022/9/27,28353.959829807,5820.889997482,24,3671.579998016,9077,245,405,84.38,1.1
2022/9/28,29466.090163708,6980.409969330,18,1909.159992695,8136,205,375,97.19,1.18
2022/9/29,15050.499938736,4611.679967880,23,1405.419990310,7538,160,323,60.87,1.02
2022/9/30,26872.009825587,7100.770002365,21,1823.580028534,7671,182,394,86.23,1.19
2022/10/1,29949.480057478,6217.109992027,28,3071.770000458,16745,266,460,78.62,1.2
2022/10/2,26078.369961509,6290.819984913,21,1940.759970436,12543,246,416,77.81,1.03
2022/10/3,21296.869941711,3843.820001602,15,1795.730018616,9337,202,342,73.51,0.96
2022/10/4,20525.129900932,5774.399959335,11,1884.939983139,9100,181,314,83.76,1.12
2022/10/5,23428.809960842,6685.309990406,12,1275.400005341,8269,182,343,87.8,1.1
2022/10/6,19656.989952564,5175.390024185,11,2141.399977207,9075,159,304,81.69,1
2022/10/7,22423.949985275,6426.300006866,10,1631.320003280,7771,168,332,86.9,1.15
2022/10/8,24835.139770508,4632.649974823,27,3740.439983368,7480,203,351,83.95,1.1
2022/10/9,22371.409926297,7084.999996077,37,3126.809999760,5794,217,402,73.27,0.89
2022/10/10,21354.879942739,7233.999972152,31,2447.189984359,6519,216,418,68.39,1.09
2022/10/11,27813.369790016,10935.899916952,45,4023.639957961,6615,269,542,71.49,0.95
2022/10/12,26653.089813730,6471.399995878,31,3332.610009387,6560,225,400,82.81,1.04
2022/10/13,26287.239809787,6099.010029355,54,2805.189997533,6686,244,567,57.12,0.99
2022/10/14,34504.019890126,4052.310022015,63,6786.059993893,7123,370,721,53.48,0.9
2022/10/15,56153.029830156,7472.819891812,95,13674.629867820,10165,882,1192,53.38,1.09
2022/10/16,59233.370245513,4486.580016403,85,7129.730043411,10805,1168,1529,41.67,0.9
2022/10/17,58877.630015219,6204.620026929,104,12444.020082474,9153,886,1244,52.32,0.95
2022/10/18,57237.040164545,5896.049987793,84,7571.610043334,10586,852,1150,54.9,0.72
2022/10/19,53346.400235672,5259.379993916,74,7631.500043869,14645,671,971,60.36,0.78
2022/10/20,51389.310203869,6434.670037994,85,9544.089982603,10997,608,1090,53.05,0.73
2022/10/21,36861.330161417,5113.430024642,59,5895.540002823,9655,394,697,60.22,0.74
2022/10/22,36221.040127389,3888.699977875,36,4158.050014038,12140,349,572,70.12,0.74
2022/10/23,34943.090053558,4578.820009232,30,3633.800003529,11982,373,588,67.21,0.89
2022/10/24,71999.710156474,16880.009983515,130,19956.380020482,10507,563,1303,68.21,0.95
2022/10/25,67191.310028553,13369.159967422,110,16616.159996033,10541,658,1203,66.97,0.8
2022/10/26,92386.380362548,11965.800018081,151,16117.760067005,11007,1119,1909,54.66,0.67
2022/10/27,92303.670563735,11349.690021515,136,14081.060021896,12000,1232,1991,52.06,0.73
2022/10/28,40464.080164809,8013.220061779,93,9162.410092354,11394,446,864,56.11,0.91
2022/10/29,23414.969998378,5772.279996872,26,3795.399978656,11336,282,481,60.68,0.83
2022/10/30,33246.689952850,3650.939992905,40,7972.219997883,10822,313,479,77.03,1.33
2022/10/31,265724.4697583,85145.919932365,263,61615.859750042,9355,1297,4029,87.09,0.89
2022/11/1,77832.370021779,32548.499798521,99,17925.789927613,10215,443,1437,76.81,0.93
2022/11/2,84788.019830212,22668.949959755,71,15261.309863815,7723,537,1205,89.18,1.07
2022/11/3,101110.350184955,23295.069945116,94,19445.790169753,7237,616,1347,92.36,1.02
2022/11/4,27261.830081940,5933.229950428,30,6410.559967041,6050,206,384,86.45,1.1
2022/11/5,16527.640007973,4305.220029831,17,3277.689979553,7604,152,272,76.59,1.03
2022/11/6,15177.230078239,4802.740033874,28,5052.670026321,7228,155,267,74.83,0.96
2022/11/7,15663.399991451,6294.140044974,29,4277.530019302,7037,169,353,62.2,0.86
2022/11/8,12445.050116669,4752.690030668,27,3471.620023746,7521,157,318,54.08,0.68
2022/11/9,6725.800045980,2970.249974741,20,2169.809988629,9822,114,275,35.26,0.48
2022/11/10,259126.620172521,96187.899912160,393,99546.249935016,9641,1104,3334,106.57,0.95
2022/11/11,169778.530133646,52829.339929266,275,64883.580032425,9556,882,2252,98.85,0.94
2022/11/12,16384.209993133,4743.330063343,30,3881.859983444,6452,192,296,71.38,1.24
2022/11/13,14253.379978657,3605.020029545,23,3130.320022583,5555,143,244,73.19,1.05
2022/11/14,25249.760031700,6050.650004864,39,5375.710029602,5837,236,410,76.34,0.95
2022/11/15,33110.430052280,6558.009986877,36,5318.430023193,7389,305,500,79.34,1.17
2022/11/16,34077.640086422,7276.410016784,50,6926.269969940,5799,287,499,82.87,1.12
2022/11/17,30803.990115184,7562.739989758,47,7690.900015354,5735,302,485,79.11,1.09
2022/11/18,25903.560118675,3778.010033378,40,5272.110039711,5588,245,399,74.39,0.97
2022/11/19,22396.880048523,4732.159982681,44,7953.119973907,6407,183,326,83.22,1.11
2022/11/20,21409.039904118,4034.229980469,77,13646.119930744,5937,126,254,100.17,1.17
2022/11/21,39013.610246811,10127.300027618,227,34473.680175705,5956,168,414,118.7,1.21
2022/11/22,35448.190113161,9780.519967575,208,34063.060099714,5665,169,386,117.17,1.24
2022/11/23,34631.280175742,8521.660078049,188,31503.640171584,5045,134,342,126.18,1.26
2022/11/24,37925.660278110,7896.300029755,238,32535.840245513,4946,199,437,104.86,1.49
2022/11/25,34679.309991378,11356.400169373,268,35926.890088577,5273,200,461,99.86,1.57
2022/11/26,38768.010150909,8588.150032043,244,36568.760147095,6103,181,419,113.02,1.62
2022/11/27,37728.230167866,9826.060055733,230,36214.610148430,5646,188,412,115.42,1.43
2022/11/28,60884.590011615,12504.310024261,285,60471.099994201,5034,229,500,146.78,1.66
2022/11/29,55904.960361481,19770.520002365,284,60086.160234451,4771,324,586,129.14,1.62
2022/11/30,49248.260011710,17503.400082625,283,52795.890028303,3782,227,502,132.97,1.57
2022/12/1,25612.49004055,7291.869983196,30,5710.479997406,5122,158,409,80.45,0.86
2022/12/2,35948.460115947,5761.780014038,35,15367.460027236,4643,193,394,105.86,1.4
2022/12/3,19625.809992809,4293.090015411,23,3545.210019130,5252,128,283,84.52,1.15
2022/12/4,17956.350021362,4581.229984283,19,4126.319986343,4695,101,267,84.41,1.18
2022/12/5,19432.140110034,4747.370016098,20,3169.160026092,7676,184,340,71.12,0.96
2022/12/6,22036.430083999,2551.639991760,16,3854.360025177,6312,191,307,80.09,1.11
2022/12/7,11990.150101662,2629.710031509,15,1669.680032730,6462,104,183,79.89,0.91
2022/12/8,11655.280050278,2107.929986954,14,2133.120021820,6594,67,146,94.27,1
2022/12/9,6761.220013959,1746.719990842,7,1310.280008316,9835,48,115,73.98,0.57
2022/12/10,179383.759982403,53512.969990749,145,49514.470040616,7466,487,2070,112.51,1.14
2025/12/15,128372.289254565,101722.689573674,1013,47523.049746633,11408,3032,7821,29.42,0.66
2025/12/16,129315.00905453,103069.889629085,978,55461.249861360,10375,2524,7164,32.44,0.74
2025/12/17,91692.358652262,122251.539487401,811,51121.399717331,10084,2250,6400,33.43,0.7
2025/12/18,176666.087034106,138596.40920756,878,64695.589802325,15589,5819,11261,28,0.44
2025/12/19,127660.698059188,126559.589505404,897,65295.219795305,13266,3524,8525,29.82,0.53
2025/12/20,156751.93729678,120083.479651397,1038,63860.539861329,19885,5424,10330,26.8,0.48
2025/12/21,174476.387104427,111066.949419716,1155,57648.659735460,19323,5534,10492,27.22,0.48
2025/12/22,180585.31629622,131385.449617751,970,63922.309933215,21156,8815,13989,22.3,0.38
2025/12/23,155344.617251603,129864.259603666,927,63965.209904093,16168,6296,11319,25.2,0.41
2025/12/24,160440.596835256,128319.979453284,739,64513.480062276,17368,7259,12347,23.39,0.45
2025/12/25,275592.604119122,149906.409301734,913,63015.380013883,28068,13779,20927,20.33,0.32
